Site,Transect,Species,cm,rugosity,Diff,COT,
G,1,Coralline algae,565,,26,,
G,1,Carbonate,605,,40,,
G,1,encrusting Sponge,609,,4,,
G,1,Coralline algae,635,,26,,
G,1,Acropora nasuta,639,,4,,
G,1,Macroalgae Turbinaria,643,,4,,
G,1,Carbonate,671,,28,,
G,1,Macroalgae Turbinaria,675,,4,,
G,1,Carbonate,684,,9,,
G,1,Coralline algae,692,,8,,
G,1,Montipora encrusting,752,,60,,
G,1,Carbonate,761,,9,,
G,1,Coralline algae,772,,11,,
G,1,Carbonate,780,,8,,
G,1,Montipora encrusting,785,,5,,
G,1,Carbonate,790,,5,,
G,1,Coralline algae,798,,8,,
G,1,Carbonate,805,,7,,
G,1,Coralline algae,820,,15,,
G,1,Carbonate,829,,9,,
G,1,Macroalgae Turbinaria,830,,1,,
G,1,Carbonate,845,,15,,
G,1,Coralline algae,852,,7,,
G,1,Montipora encrusting,863,,11,,
G,1,Pocillopora eydouxi,901,,38,,
G,1,Carbonate,910,,9,,
G,1,Montipora encrusting,915,,5,,
G,1,Carbonate,920,,5,,
G,1,Leptastrea purpurea,925,,5,,
G,1,Carbonate,930,,5,,
G,1,Montipora encrusting,935,,5,,
G,1,Lithothamnion,945,,10,,
G,1,Montipora encrusting,961,,16,,
G,1,Coralline algae,1000,,39,,
G,2,Acropora polystoma,31,9.7,31,,
G,2,Montipora encrusting,34,,3,,
G,2,Carbonate,37,,3,,
G,2,Montipora encrusting,39,,2,,
G,2,Carbonate,42,,3,,
G,2,Porites vaughani,48,,6,,
G,2,Carbonate,62,,14,,
G,2,Porites vaughani,71,,9,,
G,2,Montipora encrusting,73,,2,,
G,2,Coralline algae,79,,6,,
G,2,encrusting Sponge,89,,10,,
G,2,Porites annae,94,,5,,
G,2,Lithothamnion,112,,18,,
G,2,Macroalgae Turbinaria,115,,3,,
G,2,Coralline algae,145,,30,,
G,2,Carbonate,151,,6,,
G,2,Coralline algae,172,,21,,
G,2,Montipora encrusting,185,,13,,
G,2,Coralline algae,187,,2,,
G,2,Porites vaughani,193,,6,,
G,2,Macroalgae Turbinaria,204,,11,,
G,2,Carbonate,210,,6,,
G,2,Montipora encrusting,225,,15,,
G,2,Carbonate,235,,10,,
G,2,encrusting Sponge,239,,4,,
G,2,Porites lichen,244,,5,,
G,2,encrusting Sponge,256,,12,,
G,2,Acropora gemmifera,262,,6,,
G,2,Coralline algae,273,,11,,
G,2,Carbonate,293,,20,,
G,2,Montipora encrusting,312,,19,,
G,2,Carbonate,320,,8,,
G,2,Montipora encrusting,342,,22,,
G,2,Carbonate,350,,8,,
G,2,Montipora encrusting,375,,25,,
G,2,encrusting Sponge,380,,5,,
G,2,Macroalgae Turbinaria,391,,11,,
G,2,Carbonate,412,,21,,
G,2,Coralline algae,417,,5,,
G,2,Carbonate,450,,33,,
G,2,Coralline algae,452,,2,,
G,2,Macroalgae Turbinaria,454,,2,,
G,2,Carbonate,465,,11,,
G,2,Montipora encrusting,473,,8,,
G,2,Coralline algae,480,,7,,
G,2,Montipora encrusting,485,,5,,
G,2,Carbonate,502,,17,,
G,2,Montipora encrusting,509,,7,,
G,2,Carbonate,518,,9,,
G,2,Montipora encrusting,520,,2,,
G,2,Coralline algae,525,,5,,
G,2,Carbonate,540,,15,,
G,2,Coralline algae,552,,12,,
G,2,Montipora encrusting,556,,4,,
G,2,Carbonate,591,,35,,
G,2,Coralline algae,611,,20,,
G,2,Carbonate,625,,14,,
G,2,Montipora encrusting,628,,3,,
G,2,Coralline algae,658,,30,,
G,2,Carbonate,675,,17,,
G,2,Montipora encrusting,683,,8,,
G,2,Carbonate,702,,19,,
G,2,Coralline algae,715,,13,,
G,2,Carbonate,724,,9,,
G,2,Montipora encrusting,735,,11,,
G,2,Carbonate,755,,20,,
G,2,Macroalgae Turbinaria,760,,5,,
G,2,encrusting Sponge,763,,3,,
G,2,Carbonate,843,,80,,
G,2,Coralline algae,847,,4,,
G,2,Carbonate,871,,24,,
G,2,Porites annae,897,,26,,
G,2,Montipora encrusting,904,,7,,
G,2,Montipora encrusting,925,,21,,
G,2,Carbonate,930,,5,,
G,2,Montipora encrusting,937,,7,,
G,2,Montipora encrusting,965,,28,,
G,2,Carbonate,973,,8,,
G,2,Macroalgae Turbinaria,975,,2,,
G,2,Carbonate,980,,5,,
G,2,Montipora encrusting,985,,5,,
G,2,Carbonate,1000,,15,,
G,3,Montipora encrusting,4,9.7,4,,
G,3,Carbonate,19,,15,,
G,3,encrusting Sponge,22,,3,,
G,3,Carbonate,24,,2,,
G,3,encrusting Sponge,26,,2,,
G,3,Carbonate,28,,2,,
G,3,Montipora encrusting,49,,21,,
G,3,Carbonate,53,,4,,
G,3,Montipora encrusting,65,,12,,
G,3,Carbonate,75,,10,,
G,3,Montipora encrusting,79,,4,,
G,3,Carbonate,92,,13,,
G,3,Coralline algae,103,,11,,
G,3,Porolithon,112,,9,,
G,3,Montipora encrusting,115,,3,,
G,3,Lithothamnion,118,,3,,
G,3,Montipora encrusting,122,,4,,
G,3,Carbonate,134,,12,,
G,3,Coralline algae,137,,3,,
G,3,Lithothamnion,139,,2,,
G,3,Montipora encrusting,158,,19,,
G,3,Carbonate,162,,4,,
G,3,Montipora encrusting,183,,21,,
G,3,Coralline algae,190,,7,,
G,3,Carbonate,198,,8,,
G,3,Lithothamnion,204,,6,,
G,3,Montipora encrusting,221,,17,,
G,3,Montipora encrusting,249,,28,,
G,3,Carbonate,262,,13,,
G,3,Montipora encrusting,267,,5,,
G,3,Carbonate,271,,4,,
G,3,Macroalgae Halimeda,274,,3,,
G,3,Carbonate,275,,1,,
G,3,Macroalgae Halimeda,281,,6,,
G,3,Montipora encrusting,293,,12,,
G,3,Carbonate,305,,12,,
G,3,Coralline algae,312,,7,,
G,3,Carbonate,330,,18,,
G,3,Montipora encrusting,334,,4,,
G,3,Carbonate,345,,11,,
G,3,Coralline algae,351,,6,,
G,3,Montipora encrusting,362,,11,,
G,3,Carbonate,364,,2,,
G,3,Leptastrea transversa,367,,3,,
G,3,Coralline algae,382,,15,,
G,3,Montipora encrusting,405,,23,,
G,3,Carbonate,407,,2,,
G,3,Montipora encrusting,430,,23,,
G,3,Carbonate,435,,5,,
G,3,Porites lichen,437,,2,,
G,3,Montipora encrusting,444,,7,,
G,3,Coralline algae,451,,7,,
G,3,Montipora encrusting,472,,21,,
G,3,Coralline algae,481,,9,,
G,3,Montipora encrusting,515,,34,,
G,3,encrusting Sponge,519,,4,,
G,3,Carbonate,535,,16,,
G,3,Montipora encrusting,551,,16,,
G,3,Coralline algae,574,,23,,
G,3,Montipora encrusting,583,,9,,
G,3,encrusting Sponge,584,,1,,
G,3,Macroalgae Turbinaria,595,,11,,
G,3,encrusting Sponge,602,,7,,
G,3,Carbonate,615,,13,,
G,3,Montipora encrusting,620,,5,,
G,3,Coralline algae,622,,2,,
G,3,Carbonate,643,,21,,
G,3,Porites vaughani,652,,9,,
G,3,Montipora encrusting,670,,18,,
G,3,Pocillopora eydouxi,675,,5,,
G,3,Montipora encrusting,703,,28,,
G,3,Carbonate,710,,7,,
G,3,Montipora encrusting,715,,5,,
G,3,Lithothamnion,724,,9,,
G,3,Montipora encrusting,726,,2,,
G,3,Coralline algae,743,,17,,
G,3,Carbonate,765,,22,,
G,3,Montipora encrusting,772,,7,,
G,3,Galaxea fasicularis,775,,3,,
G,3,Montipora encrusting,784,,9,,
G,3,Carbonate,805,,21,,
G,3,Porites vaughani,811,,6,,
G,3,Carbonate,835,,24,,
G,3,Montipora encrusting,846,,11,,
G,3,Coralline algae,853,,7,,
G,3,Montipora encrusting,864,,11,,
G,3,Coralline algae,882,,18,,
G,3,Carbonate,911,,29,,
G,3,Coralline algae,912,,1,,
G,3,Leptastrea transversa,919,,7,,
G,3,Carbonate,942,,23,,
G,3,Coralline algae,947,,5,,
G,3,Carbonate,951,,4,,
G,3,Montipora encrusting,958,,7,,
G,3,Carbonate,963,,5,,
G,3,Coralline algae,981,,18,,
G,3,Carbonate,1000,,19,,
G,4,Montipora encrusting,3,9.6,3,,
G,4,Carbonate,21,,18,,
G,4,Montipora encrusting,26,,5,,
G,4,Carbonate,34,,8,,
G,4,Lithothamnion,42,,8,,
G,4,Montipora encrusting,43,,1,,
G,4,Carbonate,51,,8,,
G,4,Coralline algae,55,,4,,
G,4,Macroalgae Codium,59,,4,,
G,4,Lithothamnion,62,,3,,
G,4,Montipora encrusting,63,,1,,
G,4,Macroalgae Codium,65,,2,,
G,4,Coralline algae,82,,17,,
G,4,Carbonate,85,,3,,
G,4,Coralline algae,108,,23,,
G,4,Macroalgae Codium,115,,7,,
G,4,Carbonate,120,,5,,
G,4,Macroalgae Turbinaria,125,,5,,
G,4,Carbonate,141,,16,,
G,4,Montipora encrusting,142,,1,,
G,4,Carbonate,148,,6,,
G,4,Montipora encrusting,151,,3,,
G,4,Carbonate,155,,4,,
G,4,Macroalgae Turbinaria,157,,2,,
G,4,Carbonate,173,,16,,
G,4,Montipora encrusting,182,,9,,
G,4,Coralline algae,205,,23,,
G,4,Porites vaughani,207,,2,,
G,4,Carbonate,224,,17,,
G,4,Montipora encrusting,231,,7,,
G,4,Coralline algae,248,,17,,
G,4,Carbonate,270,,22,,
G,4,Montipora encrusting,280,,10,,
G,4,Carbonate,291,,11,,
G,4,Montipora encrusting,315,,24,,
G,4,Carbonate,330,,15,,
G,4,Montipora encrusting,334,,4,,
G,4,Macroalgae Turbinaria,347,,13,,
G,4,Carbonate,349,,2,,
G,4,Montipora encrusting,351,,2,,
G,4,Carbonate,365,,14,,
G,4,Lithothamnion,367,,2,,
G,4,Carbonate,371,,4,,
G,4,Macroalgae Halimeda,382,,11,,
G,4,Carbonate,392,,10,,
G,4,Coralline algae,402,,10,,
G,4,Carbonate,421,,19,,
G,4,Montipora encrusting,431,,10,,
G,4,Carbonate,434,,3,,
G,4,Macroalgae Turbinaria,435,,1,,
G,4,Carbonate,440,,5,,
G,4,Coralline algae,447,,7,,
G,4,Carbonate,451,,4,,
G,4,Montipora encrusting,453,,2,,
G,4,Carbonate,457,,4,,
G,4,Montipora encrusting,497,,40,,
G,4,Carbonate,510,,13,,
G,4,Macroalgae Turbinaria,512,,2,,
G,4,Carbonate,514,,2,,
G,4,Macroalgae Turbinaria,515,,1,,
G,4,Carbonate,520,,5,,
G,4,Cyphastrea ocellina,521,,1,,
G,4,Coralline algae,545,,24,,
G,4,Montipora encrusting,552,,7,,
G,4,Carbonate,560,,8,,
G,4,Montipora encrusting,573,,13,,
G,4,Montipora encrusting,585,,12,,
G,4,Porites lobata,596,,11,,
G,4,Carbonate,603,,7,,
G,4,Porites lobata,607,,4,,
G,4,Carbonate,628,,21,,
G,4,Macroalgae Turbinaria,631,,3,,
G,4,Carbonate,645,,14,,
G,4,Psammocora contigua,651,,6,,
G,4,Coralline algae,663,,12,,
G,4,Lithothamnion,667,,4,,
G,4,Coralline algae,702,,35,,
G,4,Carbonate,712,,10,,
G,4,Cyphastrea ocellina,719,,7,,
G,4,Carbonate,725,,6,,
G,4,Montipora encrusting,735,,10,,
G,4,Coralline algae,741,,6,,
G,4,Lithothamnion,745,,4,,
G,4,Coralline algae,780,,35,,
G,4,Carbonate,835,,55,,
G,4,Coralline algae,842,,7,,
G,4,Montipora encrusting,847,,5,,
G,4,Coralline algae,864,,17,,
G,4,Macroalgae Turbinaria,866,,2,,
G,4,Coralline algae,882,,16,,
G,4,Montipora encrusting,891,,9,,
G,4,Carbonate,912,,21,,
G,4,Porites vaughani,915,,3,,
G,4,Carbonate,920,,5,,
G,4,Macroalgae Halimeda,925,,5,,
G,4,Carbonate,941,,16,,
G,4,Acropora robusta,963,,22,,
G,4,Carbonate,985,,22,,
G,4,Montipora encrusting,989,,4,,
G,4,Macroalgae Turbinaria,991,,2,,
G,4,Montipora encrusting,1000,,9,,
G,5,Coralline algae,4,9.8,4,,
G,5,Carbonate,21,,17,,
G,5,Macroalgae Turbinaria,24,,3,,
G,5,Carbonate,43,,19,,
G,5,Montipora encrusting,61,,18,,
G,5,Carbonate,62,,1,,
G,5,Montipora encrusting,70,,8,,
G,5,Coralline algae,79,,9,,
G,5,Montipora encrusting,92,,13,,
G,5,Coralline algae,95,,3,,
G,5,Acropora nasuta,107,,12,,
G,5,Macroalgae Halimeda,108,,1,,
G,5,Coralline algae,112,,4,,
G,5,Carbonate,115,,3,,
G,5,Macroalgae Halimeda,118,,3,,
G,5,Macroalgae Turbinaria,120,,2,,
G,5,encrusting Sponge,125,,5,,
G,5,Coralline algae,128,,3,,
G,5,Carbonate,155,,27,,
G,5,Porites vaughani,162,,7,,
G,5,encrusting Sponge,165,,3,,
G,5,Carbonate,167,,2,,
G,5,Montipora encrusting,181,,14,,
G,5,Porites vaughani,185,,4,,
G,5,Coralline algae,194,,9,,
G,5,Montipora encrusting,198,,4,,
G,5,Carbonate,205,,7,,
G,5,Montipora encrusting,210,,5,,
G,5,Carbonate,220,,10,,
G,5,Coralline algae,249,,29,,
G,5,encrusting Sponge,251,,2,,
G,5,Macroalgae Turbinaria,254,,3,,
G,5,Coralline algae,261,,7,,
G,5,Montipora encrusting,278,,17,,
G,5,Coralline algae,284,,6,,
G,5,Carbonate,321,,37,,
G,5,Montipora encrusting,335,,14,,
G,5,Carbonate,341,,6,,
G,5,Montipora encrusting,350,,9,,
G,5,Macroalgae Turbinaria,352,,2,,
G,5,Carbonate,372,,20,,
G,5,Montipora encrusting,384,,12,,
G,5,Carbonate,405,,21,,
G,5,Montipora encrusting,417,,12,,
G,5,Carbonate,430,,13,,
G,5,Coralline algae,435,,5,,
G,5,Carbonate,465,,30,,
G,5,Montipora encrusting,471,,6,,
G,5,Pocillopora eydouxi,485,,14,,
G,5,Carbonate,501,,16,,
G,5,Coralline algae,545,,44,,
G,5,Macroalgae Turbinaria,551,,6,,
G,5,Coralline algae,559,,8,,
G,5,Montipora encrusting,562,,3,,
G,5,Carbonate,565,,3,,
G,5,Montipora encrusting,582,,17,,
G,5,Carbonate,602,,20,,
G,5,Montipora encrusting,605,,3,,
G,5,Carbonate,615,,10,,
G,5,Montipora encrusting,621,,6,,
G,5,Coralline algae,625,,4,,
G,5,Montipora encrusting,643,,18,,
G,5,Carbonate,665,,22,,
G,5,Coralline algae,671,,6,,
G,5,Acropora polystoma,675,,4,,
G,5,Montipora encrusting,691,,16,,
G,5,Carbonate,706,,15,,
G,5,Pocillopora eydouxi,741,,35,,
G,5,Coralline algae,751,,10,,
G,5,Macroalgae Turbinaria,758,,7,,
G,5,Carbonate,762,,4,,
G,5,Coralline algae,785,,23,,
G,5,Macroalgae Turbinaria,789,,4,,
G,5,Montipora encrusting,787,,-2,,
G,5,Carbonate,785,,-2,,
G,5,Coralline algae,793,,8,,
G,5,Montipora encrusting,814,,21,,
G,5,Coralline algae,825,,11,,
G,5,Montipora encrusting,835,,10,,
G,5,Coralline algae,841,,6,,
G,5,Macroalgae Turbinaria,851,,10,,
G,5,Montipora encrusting,858,,7,,
G,5,Carbonate,873,,15,,
G,5,Coralline algae,875,,2,,
G,5,Lithothamnion,892,,17,,
G,5,Coralline algae,895,,3,,
G,5,Carbonate,902,,7,,
G,5,Montipora encrusting,912,,10,,
G,5,Millepora platyphylla,925,,13,,
G,5,Carbonate,934,,9,,
G,5,Coralline algae,952,,18,,
G,5,Lithothamnion,963,,11,,
G,5,Carbonate,971,,8,,
G,5,Coralline algae,985,,14,,
G,5,Carbonate,990,,5,,
G,5,Montipora encrusting,1000,,10,,
G,6,Coralline algae,8,9.7,8,,
G,6,Montipora encrusting,11,,3,,
G,6,Coralline algae,15,,4,,
G,6,Montipora encrusting,19,,4,,
G,6,Coralline algae,22,,3,,
G,6,Montipora encrusting,24,,2,,
G,6,Coralline algae,34,,10,,
G,6,Carbonate,39,,5,,
G,6,Montipora encrusting,42,,3,,
G,6,Montipora encrusting,75,,33,,
G,6,Carbonate,84,,9,,
G,6,Montipora encrusting,91,,7,,
G,6,Coralline algae,95,,4,,
G,6,Montipora encrusting,105,,10,,
G,6,Coralline algae,115,,10,,
G,6,Carbonate,142,,27,,
G,6,Coralline algae,185,,43,,
G,6,Montipora encrusting,191,,6,,
G,6,Lithothamnion,194,,3,,
G,6,Carbonate,203,,9,,
G,6,Montipora encrusting,210,,7,,
G,6,Lithothamnion,215,,5,,
G,6,Montipora encrusting,224,,9,,
G,6,Coralline algae,229,,5,,
G,6,Carbonate,235,,6,,
G,6,Montipora encrusting,241,,6,,
G,6,Lithothamnion,245,,4,,
G,6,Montipora encrusting,252,,7,,
G,6,Coralline algae,255,,3,,
G,6,Montipora encrusting,263,,8,,
G,6,Coralline algae,270,,7,,
G,6,Montipora encrusting,275,,5,,
G,6,Carbonate,294,,19,,
G,6,Montipora encrusting,305,,11,,
G,6,Coralline algae,310,,5,,
G,6,Montipora encrusting,314,,4,,
G,6,Macroalgae Turbinaria,329,,15,,
G,6,Montipora encrusting,332,,3,,
G,6,Carbonate,340,,8,,
G,6,Lithothamnion,381,,41,,
G,6,Carbonate,395,,14,,
G,6,Montipora encrusting,405,,10,,
G,6,Carbonate,410,,5,,
G,6,Coralline algae,425,,15,,
G,6,Montipora encrusting,428,,3,,
G,6,Carbonate,435,,7,,
G,6,Montipora encrusting,441,,6,,
G,6,Carbonate,445,,4,,
G,6,Montipora encrusting,449,,4,,
G,6,Macroalgae Turbinaria,453,,4,,
G,6,Montipora encrusting,462,,9,,
G,6,Macroalgae Turbinaria,465,,3,,
G,6,Carbonate,475,,10,,
G,6,Montipora encrusting,495,,20,,
G,6,Carbonate,495,,0,,
G,6,Porites lichen,503,,8,,
G,6,Carbonate,515,,12,,
G,6,Montipora encrusting,525,,10,,
G,6,Carbonate,531,,6,,
G,6,Montipora encrusting,552,,21,,
G,6,Coralline algae,570,,18,,
G,6,Montipora encrusting,580,,10,,
G,6,Carbonate,585,,5,,
G,6,Montipora encrusting,602,,17,,
G,6,Carbonate,620,,18,,
G,6,Montipora encrusting,635,,15,,
G,6,Carbonate,642,,7,,
G,6,Montipora encrusting,651,,9,,
G,6,Coralline algae,671,,20,,
G,6,Carbonate,695,,24,,
G,6,Macroalgae Red Amphiroa,701,,6,,
G,6,Coralline algae,712,,11,,
G,6,Montipora encrusting,718,,6,,
G,6,Coralline algae,735,,17,,
G,6,Carbonate,741,,6,,
G,6,Montipora encrusting,751,,10,,
G,6,Macroalgae Turbinaria,755,,4,,
G,6,Montipora encrusting,761,,6,,
G,6,Carbonate,770,,9,,
G,6,Montipora encrusting,775,,5,,
G,6,Carbonate,783,,8,,
G,6,Macroalgae Halimeda,791,,8,,
G,6,Carbonate,795,,4,,
G,6,Montipora encrusting,798,,3,,
G,6,Carbonate,802,,4,,
G,6,Macroalgae Halimeda,805,,3,,
G,6,Montipora encrusting,807,,2,,
G,6,Coralline algae,821,,14,,
G,6,Montipora encrusting,842,,21,,
G,6,Coralline algae,845,,3,,
G,6,Carbonate,851,,6,,
G,6,Coralline algae,862,,11,,
G,6,Montipora encrusting,903,,41,,
G,6,Carbonate,935,,32,,
G,6,Coralline algae,941,,6,,
G,6,Montipora encrusting,955,,14,,
G,6,Carbonate,959,,4,,
G,6,Montipora encrusting,981,,22,,
G,6,Coralline algae,1000,,19,,
T,1,Porites cylindrica,3,7.7,3,,
T,1,Carbonate,4,,1,,
T,1,Porites cylindrica,79,,75,,
T,1,Carbonate,122,,43,,
T,1,Porites cylindrica,135,,13,,
T,1,Porites rus,150,,15,,
T,1,Porites cylindrica,209,,59,,
T,1,Macroalgae Red Amphiroa,215,,6,,
T,1,Carbonate,228,,13,,
T,1,Porites cylindrica,467,,239,,
T,1,Carbonate,520,,53,,
T,1,Porites cylindrica,528,,8,,
T,1,Carbonate,552,,24,,
T,1,Porites cylindrica,565,,13,,
T,1,Porites rus,581,,16,,
T,1,Coscinaraea,593,,12,,
T,1,Carbonate,611,,18,,
T,1,Porites cylindrica,642,,31,,
T,1,Carbonate,651,,9,,
T,1,Porites rus,660,,9,,
T,1,Carbonate,691,,31,,
T,1,Porites cylindrica,712,,21,,
T,1,Carbonate,730,,18,,
T,1,Porites cylindrica,841,,111,,
T,1,Carbonate,902,,61,,
T,1,Porites cylindrica,915,,13,,
T,1,Carbonate,920,,5,,
T,1,Porites cylindrica,998,,78,,
T,1,Carbonate,1000,,2,,
T,2,Porites cylindrica,41,7.4,41,,
T,2,Porites rus,62,,21,,
T,2,Porites cylindrica,155,,93,,
T,2,Porites rus,197,,42,,
T,2,Porites cylindrica,225,,28,,
T,2,Fungia,231,,6,,
T,2,Carbonate,253,,22,,
T,2,Porites cylindrica,262,,9,,
T,2,Carbonate,275,,13,,
T,2,Porites rus,312,,37,,
T,2,Carbonate,325,,13,,
T,2,Porites rus,383,,58,,
T,2,Porites cylindrica,425,,42,,
T,2,Porites rus,440,,15,,
T,2,Porites cylindrica,467,,27,,
T,2,Porites rus,475,,8,,
T,2,Porites cylindrica,518,,43,,
T,2,Porites rus,541,,23,,
T,2,Carbonate,549,,8,,
T,2,Porites rus,573,,24,,
T,2,Carbonate,591,,18,,
T,2,Porites cylindrica,595,,4,,
T,2,Carbonate,597,,2,,
T,2,Porites cylindrica,604,,7,,
T,2,Carbonate,612,,8,,
T,2,Porites rus,625,,13,,
T,2,Carbonate,638,,13,,
T,2,Porites cylindrica,641,,3,,
T,2,Carbonate,665,,24,,
T,2,Porites cylindrica,697,,32,,
T,2,Porites rus,735,,38,,
T,2,Carbonate,742,,7,,
T,2,Porites cylindrica,765,,23,,
T,2,Carbonate,775,,10,,
T,2,Porites cylindrica,802,,27,,
T,2,Anemone,825,,23,,
T,2,Porites cylindrica,917,,92,,
T,2,Carbonate,925,,8,,
T,2,Porites cylindrica,1000,,75,,
T,3,Carbonate,145,6.2,145,,
T,3,Porites cylindrica,169,,24,,
T,3,Carbonate,183,,14,,
T,3,Porites rus,195,,12,,
T,3,Carbonate,203,,8,,
T,3,Porites cylindrica,231,,28,,
T,3,Carbonate,278,,47,,
T,3,Porites cylindrica,291,,13,,
T,3,Carbonate,340,,49,,
T,3,Porites cylindrica,343,,3,,
T,3,Carbonate,351,,8,,
T,3,Porites cylindrica,355,,4,,
T,3,Carbonate,401,,46,,
T,3,Porites cylindrica,525,,124,,
T,3,Carbonate,534,,9,,
T,3,Porites cylindrica,571,,37,,
T,3,Pavona varians,581,,10,,
T,3,Porites cylindrica,625,,44,,
T,3,Carbonate,631,,6,,
T,3,Porites cylindrica,640,,9,,
T,3,Carbonate,651,,11,,
T,3,Porites cylindrica,750,,99,,
T,3,Macroalgae Red Amphiroa,755,,5,,
T,3,Carbonate,812,,57,,
T,3,Porites cylindrica,825,,13,,
T,3,Carbonate,887,,62,,
T,3,Porites lobata,891,,4,,
T,3,Carbonate,1000,,109,,
T,4,Carbonate,21,5.6,21,,
T,4,Porites cylindrica,55,,34,,
T,4,Carbonate,62,,7,,
T,4,Porites cylindrica,81,,19,,
T,4,Carbonate,90,,9,,
T,4,Porites cylindrica,103,,13,,
T,4,Carbonate,119,,16,,
T,4,Porites cylindrica,124,,5,,
T,4,Carbonate,154,,30,,
T,4,Porites cylindrica,159,,5,,
T,4,Carbonate,184,,25,,
T,4,Porites rus,202,,18,,
T,4,Carbonate,244,,42,,
T,4,Porites cylindrica,261,,17,,
T,4,Coralline algae,273,,12,,
T,4,Carbonate,305,,32,,
T,4,Porites cylindrica,315,,10,,
T,4,Macroalgae Red Amphiroa,325,,10,,
T,4,Porites cylindrica,335,,10,,
T,4,Porites rus,375,,40,,
T,4,Carbonate,402,,27,,
T,4,Porites cylindrica,411,,9,,
T,4,Porites rus,438,,27,,
T,4,Porites cylindrica,442,,4,,
T,4,Porites rus,483,,41,,
T,4,Carbonate,494,,11,,
T,4,Porites rus,503,,9,,
T,4,Carbonate,547,,44,,
T,4,Porites rus,560,,13,,
T,4,Carbonate,565,,5,,
T,4,Porites rus,582,,17,,
T,4,Carbonate,590,,8,,
T,4,Porites rus,635,,45,,
T,4,Porites rus,652,,17,,
T,4,Carbonate,653,,1,,
T,4,Porites rus,670,,17,,
T,4,Carbonate,680,,10,,
T,4,Porites cylindrica,691,,11,,
T,4,Porites rus,692,,1,,
T,4,Carbonate,704,,12,,
T,4,Porites cylindrica,712,,8,,
T,4,Porites rus,735,,23,,
T,4,Carbonate,738,,3,,
T,4,Porites cylindrica,752,,14,,
T,4,Carbonate,772,,20,,
T,4,Porites rus,780,,8,,
T,4,Carbonate,785,,5,,
T,4,Pavona varians,803,,18,,
T,4,Carbonate,818,,15,,
T,4,Porites cylindrica,823,,5,,
T,4,Carbonate,831,,8,,
T,4,Porites cylindrica,835,,4,,
T,4,Carbonate,855,,20,,
T,4,Porites rus,902,,47,,
T,4,Carbonate,907,,5,,
T,4,Porites rus,919,,12,,
T,4,Carbonate,921,,2,,
T,4,Porites rus,946,,25,,
T,4,Carbonate,965,,19,,
T,4,Porites rus,1000,,35,,
T,5,Porites cylindrica,26,7.7,26,,
T,5,Carbonate,39,,13,,
T,5,Porites rus,72,,33,,
T,5,Carbonate,89,,17,,
T,5,Porites cylindrica,114,,25,,
T,5,Porites rus,125,,11,,
T,5,Porites cylindrica,143,,18,,
T,5,Porites rus,155,,12,,
T,5,Porites cylindrica,169,,14,,
T,5,Porites rus,190,,21,,
T,5,Carbonate,210,,20,,
T,5,Porites cylindrica,215,,5,,
T,5,Porites rus,234,,19,,
T,5,Carbonate,241,,7,,
T,5,Porites rus,251,,10,,
T,5,Porites cylindrica,253,,2,,
T,5,Porites rus,298,,45,,
T,5,Carbonate,310,,12,,
T,5,Porites cylindrica,522,,212,,
T,5,Carbonate,530,,8,,
T,5,Porites cylindrica,541,,11,,
T,5,Carbonate,575,,34,,
T,5,Porites rus,662,,87,,
T,5,Carbonate,680,,18,,
T,5,Porites rus,698,,18,,
T,5,Carbonate,743,,45,,
T,5,Porites rus,753,,10,,
T,5,Carbonate,762,,9,,
T,5,Porites cylindrica,768,,6,,
T,5,Fungia,772,,4,,
T,5,Porites cylindrica,776,,4,,
T,5,Fungia,785,,9,,
T,5,Carbonate,835,,50,,
T,5,Porites cylindrica,855,,20,,
T,5,Carbonate,865,,10,,
T,5,Porites cylindrica,891,,26,,
T,5,Carbonate,915,,24,,
T,5,Porites cylindrica,930,,15,,
T,5,Carbonate,971,,41,,
T,5,Porites rus,1000,,29,,
T,6,Porites rus,75,6.9,75,,
T,6,Carbonate,89,,14,,
T,6,Porites cylindrica,183,,94,,
T,6,Carbonate,190,,7,,
T,6,Porites cylindrica,193,,3,,
T,6,Porites rus,228,,35,,
T,6,Porites rus,235,,7,,
T,6,Carbonate,241,,6,,
T,6,Porites cylindrica,252,,11,,
T,6,Carbonate,271,,19,,
T,6,Fungia,275,,4,,
T,6,Carbonate,325,,50,,
T,6,Porites rus,339,,14,,
T,6,Porites cylindrica,341,,2,,
T,6,Carbonate,360,,19,,
T,6,Macroalgae Red Amphiroa,368,,8,,
T,6,Porites rus,391,,23,,
T,6,Porites cylindrica,403,,12,,
T,6,Porites cylindrica,427,,24,,
T,6,Carbonate,435,,8,,
T,6,Porites rus,459,,24,,
T,6,Porites cylindrica,482,,23,,
T,6,Carbonate,491,,9,,
T,6,Porites rus,568,,77,,
T,6,Rubble,591,,23,,
T,6,Porites rus,593,,2,,
T,6,Porites cylindrica,602,,9,,
T,6,Carbonate,615,,13,,
T,6,Porites cylindrica,620,,5,,
T,6,Carbonate,625,,5,,
T,6,Porites cylindrica,648,,23,,
T,6,Rubble,660,,12,,
T,6,Macroalgae Red Amphiroa,665,,5,,
T,6,Porites cylindrica,680,,15,,
T,6,Carbonate,708,,28,,
T,6,Porites cylindrica,710,,2,,
T,6,Carbonate,722,,12,,
T,6,Porites cylindrica,741,,19,,
