Site,Transect,Species,cm,rugosity,Diff,COT
R,3,Carbonate,825,,3,
R,3,Goniastrea australensis,835,,10,
R,3,Carbonate,842,,7,
R,3,Porites lichen,912,,70,
R,3,Porites rus,925,,13,
R,3,Carbonate,937,,12,
R,3,Montipora encrusting,982,,45,
R,3,Porites lobata,985,,3,
R,3,Coralline algae,1000,,15,
R,4,Goniastrea retiformis,25,8.4,25,1
R,4,Coralline algae,52,,27,
R,4,Carbonate,85,,33,
R,4,Galaxea fascicularis,87,,2,
R,4,Heliopora coerulea,102,,15,
R,4,Leptoria phrygia,105,,3,
R,4,Coralline algae,110,,5,
R,4,Leptoria phrygia,125,,15,
R,4,Coralline algae,173,,48,
R,4,Galaxea fascicularis,178,,5,
R,4,Carbonate,185,,7,
R,4,Halimeda,193,,8,
R,4,Carbonate,235,,42,
R,4,Galaxea fascicularis,241,,6,
R,4,Halimeda,243,,2,
R,4,Coralline algae,252,,9,
R,4,Halimeda,263,,11,
R,4,Coralline algae Porolithon,267,,4,
R,4,Galaxea fascicularis,285,,18,
R,4,Carbonate,302,,17,
R,4,Coralline algae Porolithon,315,,13,
R,4,Carbonate,322,,7,
R,4,Carbonate,341,,19,
R,4,Galaxea fascicularis,345,,4,
R,4,Carbonate,347,,2,
R,4,Galaxea fascicularis,359,,12,
R,4,Carbonate,361,,2,
R,4,Soft coral Sinularia,365,,4,
R,4,Montipora encrusting,373,,8,
R,4,Carbonate,375,,2,
R,4,Soft coral Sinularia,378,,3,
R,4,Carbonate,387,,9,
R,4,Montipora encrusting,402,,15,
R,4,Dead Acropora,415,,13,
R,4,Porites encrusting,421,,6,
R,4,Coralline algae,465,,44,
R,4,Goniastrea retiformis,470,,5,
R,4,Montipora encrusting,472,,2,
R,4,Goniastrea retiformis,491,,19,
R,4,Montipora encrusting,525,,34,
R,4,Coralline algae,535,,10,
R,4,Galaxea fascicularis,542,,7,
R,4,Montipora encrusting,551,,9,
R,4,Goniastrea retiformis,565,,14,
R,4,Coralline algae,593,,28,
R,4,Carbonate,605,,12,
R,4,Coralline algae,635,,30,
R,4,Porites lichen,639,,4,
R,4,Coralline algae,640,,1,
R,4,Goniastrea retiformis,650,,10,
R,4,Coralline algae,667,,17,
R,4,Goniastrea retiformis,675,,8,
R,4,Carbonate,685,,10,
R,4,Coralline algae,692,,7,
R,4,Porites lichen,702,,10,
R,4,Coralline algae,725,,23,
R,4,Favites halicora,743,,18,
R,4,Carbonate,783,,40,
R,4,Goniastrea retiformis,785,,2,
R,4,Coralline algae,795,,10,
R,4,Goniastrea retiformis,803,,8,
R,4,Carbonate,840,,37,
R,4,Montipora encrusting,857,,17,
R,4,Coralline algae,885,,28,
R,4,Carbonate,902,,17,
R,4,Goniastrea retiformis,905,,3,
R,4,Coralline algae,935,,30,
R,4,Goniastrea retiformis,942,,7,
R,4,Carbonate,953,,11,
R,4,Galaxea fascicularis,956,,3,
R,4,Carbonate,980,,24,
R,4,Porites lichen,982,,2,
R,4,Galaxea fascicularis,994,,12,
R,4,Coralline algae,1000,,6,
R,5,Coralline algae,17,7.8,17,2
R,5,Montipora encrusting,20,,3,
R,5,Dead Acropora,49,,29,
R,5,Porites lichen,52,,3,
R,5,Carbonate,59,,7,
R,5,Soft coral Lobophytum,64,,5,
R,5,Dead Acropora,82,,18,
R,5,Montipora encrusting,105,,23,
R,5,Carbonate,107,,2,
R,5,Porites rus,112,,5,
R,5,Carbonate,118,,6,
R,5,Porites rus,120,,2,
R,5,Coralline algae,125,,5,
R,5,Sponge encrusting,127,,2,
R,5,Coralline algae,130,,3,
R,5,Favites pentagona,155,,25,
R,5,Carbonate,195,,40,
R,5,Goniastrea retiformis,203,,8,
R,5,Coralline algae,261,,58,
R,5,Porites lichen,285,,24,
R,5,Coralline algae,320,,35,
R,5,Porites lichen,328,,8,
R,5,Coralline algae,385,,57,
R,5,Favites pentagona,391,,6,
R,5,Coralline algae,392,,1,
R,5,Acropora recruit,394,,2,
R,5,Coralline algae,442,,48,
R,5,Halimeda,453,,11,
R,5,Carbonate,462,,9,
R,5,Coralline algae,465,,3,
R,5,Montipora encrusting,485,,20,
R,5,Carbonate,505,,20,
R,5,Coralline algae,529,,24,
R,5,Galaxea fascicularis,537,,8,
R,5,Coralline algae,572,,35,
R,5,Porites lichen,575,,3,
R,5,Coralline algae,585,,10,
R,5,Goniastrea retiformis,592,,7,
R,5,Halimeda,597,,5,
R,5,Goniastrea retiformis,604,,7,
R,5,Porites lichen,612,,8,
R,5,Coralline algae,635,,23,
R,5,Porites lichen,638,,3,
R,5,Carbonate,655,,17,
R,5,Coralline algae,685,,30,
R,5,Porites lichen,694,,9,
R,5,Coralline algae,715,,21,
R,5,Goniastrea retiformis,717,,2,
R,5,Coralline algae,735,,18,
R,5,Porites lichen,742,,7,
R,5,Coralline algae,748,,6,
R,5,Porites lichen,755,,7,
R,5,Goniastrea retiformis,763,,8,
R,5,Coralline algae,772,,9,
R,5,Hydnophora microconus,785,,13,
R,5,Coralline algae,799,,14,
R,5,Millepora tenella,802,,3,
R,5,Carbonate,831,,29,
R,5,Favites pentagona,845,,14,
R,5,Carbonate,852,,7,
R,5,Porites lichen,871,,19,
R,5,Coralline algae,889,,18,
R,5,Pocillopora verrucosa,912,,23,
R,5,Coralline algae,945,,33,
R,5,Heliopora coerulea,982,,37,
R,5,Carbonate,991,,9,
R,5,Heliopora coerulea,1000,,9,
R,6,Coralline algae,32,8.5,32,
R,6,Goniastrea retiformis,34,,2,
R,6,Coralline algae,82,,48,
R,6,Porites lichen,91,,9,
R,6,Coralline algae,121,,30,
R,6,Halimeda,125,,4,
R,6,Coralline algae,134,,9,
R,6,Montipora encrusting,142,,8,
R,6,Coralline algae,164,,22,
R,6,Montipora encrusting,172,,8,
R,6,Coralline algae,197,,25,
R,6,Porites encrusting,201,,4,
R,6,Carbonate,250,,49,
R,6,Dead Acropora,275,,25,
R,6,Favites pentagona,287,,12,
R,6,Coralline algae,320,,33,
R,6,Coralline algae Porolithon,335,,15,
R,6,Coralline algae,339,,4,
R,6,Favites pentagona,342,,3,
R,6,Coralline algae,362,,20,
R,6,Heliopora coerulea,385,,23,
R,6,Coralline algae,401,,16,
R,6,Porites lichen,412,,11,
R,6,Coralline algae,457,,45,
R,6,Porites lichen,465,,8,
R,6,Carbonate,472,,7,
R,6,Porites lichen,480,,8,
R,6,Carbonate,525,,45,
R,6,Montipora encrusting,535,,10,
R,6,Coralline algae,552,,17,
R,6,Sponge encrusting,557,,5,
R,6,Porites rus,565,,8,
R,6,Coralline algae,605,,40,
R,6,Goniastrea retiformis,621,,16,
R,6,Coralline algae,632,,11,
R,6,Porites encrusting,645,,13,
R,6,Carbonate,662,,17,
R,6,Montipora encrusting,681,,19,
R,6,Coralline algae,685,,4,
R,6,Goniastrea retiformis,692,,7,
R,6,Coralline algae,712,,20,
R,6,Dead Acropora,785,,73,
R,6,Coralline algae,820,,35,
R,6,Carbonate,885,,65,
R,6,Dead Acropora,892,,7,
R,6,Montipora encrusting,905,,13,
R,6,Carbonate,920,,15,
R,6,Montipora encrusting,952,,32,
R,6,Carbonate,962,,10,
R,6,Porites lichen,971,,9,
R,6,Coralline algae,1000,,29,
M,1,Montipora encrusting,3,8.8,3,3
M,1,Coralline algae,15,,12,
M,1,Favites pentagona,22,,7,
M,1,Coralline algae,42,,20,
M,1,Carbonate,81,,39,
M,1,Galaxea fascicularis,86,,5,
M,1,Porites rus,105,,19,
M,1,Galaxea fascicularis,127,,22,
M,1,Porites rus,134,,7,
M,1,Carbonate,142,,8,
M,1,Soft coral Sinularia,145,,3,
M,1,Carbonate,175,,30,
M,1,Halimeda,182,,7,
M,1,Porites lichen,189,,7,
M,1,Montipora encrusting,192,,3,
M,1,Carbonate,195,,3,
M,1,Montipora encrusting,210,,15,
M,1,Favites abdita,215,,5,
M,1,Carbonate,242,,27,
M,1,Favites abdita,262,,20,
M,1,Carbonate,305,,43,
M,1,Leptastrea pruinosa,312,,7,
M,1,Carbonate,322,,10,
M,1,Porites rus,330,,8,
M,1,Carbonate,335,,5,
M,1,Porites rus,347,,12,
M,1,Carbonate,365,,18,
M,1,Sponge encrusting,382,,17,
M,1,Carbonate,395,,13,
M,1,Astrea curta,402,,7,
M,1,Carbonate,407,,5,
M,1,Leptastrea pruinosa,412,,5,
M,1,Carbonate,421,,9,
M,1,Goniastrea retiformis,427,,6,
M,1,Carbonate,431,,4,
M,1,Psammocora haimeana,445,,14,
M,1,Carbonate,512,,67,
M,1,Heliopora coerulea,525,,13,
M,1,Coralline algae,583,,58,
M,1,Goniastrea retiformis,587,,4,
M,1,Coralline algae,607,,20,
M,1,Coralline algae Porolithon,615,,8,
M,1,Carbonate,618,,3,
M,1,Goniastrea retiformis,620,,2,
M,1,Carbonate,645,,25,
M,1,Halimeda,655,,10,
M,1,Sponge encrusting,660,,5,
M,1,Carbonate,676,,16,
M,1,Porites rus,684,,8,
M,1,Favites pentagona,707,,23,
M,1,Carbonate,715,,8,
M,1,Leptoria phrygia,736,,21,
M,1,Porites rus,743,,7,
M,1,Carbonate,751,,8,
M,1,Porites rus,779,,28,
M,1,Dead Acropora,782,,3,
M,1,Carbonate,815,,33,
M,1,Favites halicora,827,,12,
M,1,Carbonate,845,,18,
M,1,Leptoria phrygia,896,,51,
M,1,Carbonate,930,,34,
M,1,Montipora encrusting,937,,7,
M,1,Carbonate,941,,4,
M,1,Leptoria phrygia,955,,14,
M,1,Carbonate,970,,15,
M,1,Goniastrea australensis,975,,5,
M,1,Carbonate,992,,17,
M,1,Favites pentagona,1000,,8,
M,2,Carbonate,31,7.9,31,2
M,2,Porites lichen,37,,6,
M,2,Coralline algae,72,,35,
M,2,Carbonate,135,,63,
M,2,Coralline algae Porolithon,155,,20,
M,2,Galaxea fascicularis,169,,14,
M,2,Coralline algae,195,,26,
M,2,Galaxea fascicularis,202,,7,
M,2,Galaxea fascicularis,231,,29,
M,2,Montipora encrusting,236,,5,
M,2,Porites lichen,242,,6,
M,2,Coralline algae,245,,3,
M,2,Porites lichen,251,,6,
M,2,Acropora divaricata,262,,11,
M,2,Coralline algae,267,,5,
M,2,Galaxea fascicularis,273,,6,
M,2,Carbonate,305,,32,
M,2,Favites pentagona,345,,40,
M,2,Coralline algae,352,,7,
M,2,Favites pentagona,355,,3,
M,2,Coralline algae,365,,10,
M,2,Goniastrea retiformis,367,,2,
M,2,Coralline algae,391,,24,
M,2,Favites abdita,393,,2,
M,2,Coralline algae,395,,2,
M,2,Favites abdita,403,,8,
M,2,Coralline algae,410,,7,
M,2,Favites abdita,420,,10,
M,2,Porites rus,443,,23,
M,2,Coralline algae,451,,8,
M,2,Porites rus,479,,28,
M,2,Acropora cerealis,485,,6,
M,2,Sponge,513,,28,
M,2,Sponge encrusting,547,,34,
M,2,Turbinaria reniformis,551,,4,
M,2,Favites pentagona,558,,7,
M,2,Coralline algae,607,,49,
M,2,Carbonate,615,,8,
M,2,Favites pentagona,620,,5,
M,2,Coralline algae,635,,15,
M,2,Favites pentagona,654,,19,
M,2,Coralline algae,678,,24,
M,2,Porites rus,679,,1,
M,2,Favites pentagona,685,,6,
M,2,Coralline algae,695,,10,
M,2,Goniastrea retiformis,735,,40,
M,2,Coralline algae,745,,10,
M,2,Galaxea fascicularis,748,,3,
M,2,Porites rus,763,,15,
M,2,Halimeda,765,,2,
M,2,Carbonate,791,,26,
M,2,Porites lichen,793,,2,
M,2,Carbonate,835,,42,
M,2,Galaxea fascicularis,837,,2,
M,2,Carbonate,875,,38,
M,2,Porites lichen,879,,4,
M,2,Coralline algae Porolithon,882,,3,
M,2,Goniastrea retiformis,887,,5,
M,2,Coralline algae,902,,15,
M,2,Porites lichen,905,,3,
M,2,Coralline algae,928,,23,
M,2,Galaxea fascicularis,935,,7,
M,2,Coralline algae Porolithon,941,,6,
M,2,Carbonate,955,,14,
M,2,Porites lichen,963,,8,
M,2,Coralline algae Porolithon,975,,12,
M,2,Carbonate,1000,,25,
M,3,Dead Acropora,15,7.2,15,3
M,3,Carbonate,32,,17,
M,3,Halimeda,37,,5,
M,3,Carbonate,55,,18,
M,3,Favites pentagona,62,,7,
M,3,Coralline algae,82,,20,
M,3,Favites pentagona,102,,20,
M,3,Coralline algae,125,,23,
M,3,Galaxea fascicularis,134,,9,
M,3,Coralline algae,138,,4,
M,3,Galaxea fascicularis,143,,5,
M,3,Coralline algae,152,,9,
M,3,Goniastrea retiformis,162,,10,
M,3,Coralline algae,214,,52,
M,3,Sponge encrusting,227,,13,
M,3,Goniastrea retiformis,229,,2,
M,3,Coralline algae,239,,10,
M,3,Porites rus,248,,9,
M,3,Coralline algae,275,,27,
M,3,Sponge encrusting,281,,6,
M,3,Porites lichen,285,,4,
M,3,Carbonate,309,,24,
M,3,Coralline algae,352,,43,
M,3,Porites lichen,354,,2,
M,3,Coralline algae,375,,21,
M,3,Porites lichen,396,,21,
M,3,Coralline algae,405,,9,
M,3,Heliopora coerulea,412,,7,
M,3,Sponge encrusting,425,,13,
M,3,Coralline algae,445,,20,
M,3,Sponge encrusting,457,,12,
M,3,Coralline algae,575,,118,
M,3,Carbonate,612,,37,
M,3,Coralline algae,625,,13,
M,3,Galaxea fascicularis,635,,10,
M,3,Carbonate,685,,50,
M,3,Cliona boring sponge,704,,19,
M,3,Coralline algae Porolithon,729,,25,
M,3,Carbonate,735,,6,
M,3,Favites pentagona,751,,16,
M,3,Carbonate,785,,34,
M,3,Galaxea fascicularis,795,,10,
M,3,Sponge,804,,9,
M,3,Porites lichen,812,,8,
M,3,Favites pentagona,845,,33,
M,3,Goniastrea retiformis,858,,13,
M,3,Coralline algae Porolithon,876,,18,
M,3,Goniastrea retiformis,881,,5,
M,3,Coralline algae,885,,4,
M,3,Goniastrea retiformis,891,,6,
M,3,Coralline algae,895,,4,
M,3,Galaxea fascicularis,904,,9,
M,3,Halimeda,935,,31,
M,3,Coralline algae Porolithon,1000,,65,
M,4,Montipora encrusting,13,8.8,13,2
M,4,Carbonate,15,,2,
M,4,Favites pentagona,22,,7,
M,4,Sponge encrusting,58,,36,
M,4,Porites rus,72,,14,
M,4,Carbonate,74,,2,
M,4,Leptoria phrygia,84,,10,
M,4,Carbonate,96,,12,
M,4,Favites pentagona,102,,6,
M,4,Porites lichen,115,,13,
M,4,Goniastrea retiformis,135,,20,
M,4,Carbonate,136,,1,
M,4,Platygyra daedalea,142,,6,
M,4,Carbonate,163,,21,
M,4,Leptoria phrygia,172,,9,
M,4,Carbonate,195,,23,
M,4,Leptoria phrygia,197,,2,
M,4,Cliona boring sponge,204,,7,
M,4,Halimeda,208,,4,
M,4,Carbonate,225,,17,
M,4,Cliona boring sponge,235,,10,
M,4,Carbonate,250,,15,
M,4,Galaxea fascicularis,254,,4,
M,4,Carbonate,259,,5,
M,4,Galaxea fascicularis,262,,3,
M,4,Coralline algae Porolithon,285,,23,
M,4,Carbonate,297,,12,
M,4,Cliona boring sponge,300,,3,
M,4,Porites rus,315,,15,
M,4,Cliona boring sponge,327,,12,
M,4,Carbonate,342,,15,
M,4,Cliona boring sponge,360,,18,
M,4,Leptoria phrygia,368,,8,
M,4,Goniastrea retiformis,387,,19,
M,4,Carbonate,428,,41,
M,4,Porites rus,455,,27,
M,4,Cliona boring sponge,502,,47,
M,4,Galaxea fascicularis,507,,5,
M,4,Cliona boring sponge,522,,15,
M,4,Coralline algae,557,,35,
M,4,Porites rus,562,,5,
M,4,Carbonate,575,,13,
M,4,Montipora encrusting,589,,14,
M,4,Coralline algae,610,,21,
M,4,Acropora recruit,614,,4,
M,4,Montipora encrusting,625,,11,
M,4,Carbonate,682,,57,
M,4,Goniastrea retiformis,684,,2,
M,4,Carbonate,691,,7,
M,4,Montipora encrusting,741,,50,
M,4,Leptoria phrygia,742,,1,
M,4,Carbonate,753,,11,
M,4,Favites abdita,758,,5,
M,4,Coralline algae,760,,2,
M,4,Porites rus,765,,5,
M,4,Carbonate,792,,27,
M,4,Galaxea fascicularis,793,,1,
M,4,Coralline algae,799,,6,
M,4,Favites pentagona,814,,15,
M,4,Macroalgae Amphiroa,822,,8,
M,4,Carbonate,865,,43,
M,4,Coralline algae Porolithon,874,,9,
M,4,Porites lichen,893,,19,
M,4,Coralline algae,915,,22,
M,4,Cliona boring sponge,925,,10,
M,4,Carbonate,971,,46,
M,4,Coralline algae,985,,14,
M,4,Carbonate,1000,,15,
M,5,Cliona boring sponge,12,8.4,12,4
M,5,Galaxea fascicularis,19,,7,
M,5,Coralline algae,53,,34,
M,5,Montipora encrusting,57,,4,
M,5,Carbonate,67,,10,
M,5,Goniastrea retiformis,71,,4,
M,5,Carbonate,82,,11,
M,5,Goniastrea retiformis,97,,15,
M,5,Coralline algae,120,,23,
M,5,Cliona boring sponge,125,,5,
M,5,Montipora encrusting,134,,9,
M,5,Cliona boring sponge,143,,9,
M,5,Coralline algae,153,,10,
M,5,Carbonate,164,,11,
M,5,Acropora recruit,165,,1,
M,5,Carbonate,194,,29,
M,5,Galaxea fascicularis,197,,3,
M,5,Carbonate,205,,8,
M,5,Galaxea fascicularis,212,,7,
M,5,Carbonate,225,,13,
M,5,Montipora encrusting,235,,10,
M,5,Cliona boring sponge,260,,25,
M,5,Carbonate,295,,35,
M,5,Leptoria phrygia,305,,10,
M,5,Carbonate,320,,15,
M,5,Cliona boring sponge,334,,14,
M,5,Hydnophora microconus,351,,17,
M,5,Carbonate,370,,19,
M,5,Goniastrea retiformis,375,,5,
M,5,Coralline algae,397,,22,
M,5,Goniastrea retiformis,405,,8,
M,5,Cliona boring sponge,437,,32,
M,5,Carbonate,452,,15,
M,5,Goniastrea retiformis,455,,3,
M,5,Cliona boring sponge,465,,10,
M,5,Coralline algae,502,,37,
M,5,Carbonate,541,,39,
M,5,Halimeda,545,,4,
M,5,Carbonate,562,,17,
M,5,Montipora encrusting,582,,20,
M,5,Carbonate,603,,21,
M,5,Goniastrea retiformis,615,,12,
M,5,Coralline algae,635,,20,
M,5,Goniastrea australensis,639,,4,
M,5,Coralline algae,643,,4,
M,5,Acropora hyacinthus,655,,12,
M,5,Cliona boring sponge,662,,7,
M,5,Sponge,682,,20,
M,5,Coralline algae,705,,23,
M,5,Dead Acropora,718,,13,
M,5,Carbonate,730,,12,
M,5,Goniastrea retiformis,745,,15,
M,5,Carbonate,762,,17,
M,5,Dead Pocillopora,784,,22,
M,5,Carbonate,805,,21,
M,5,Favites abdita,812,,7,
M,5,Coralline algae,815,,3,
M,5,Montipora encrusting,873,,58,
M,5,Pocillopora verrucosa,880,,7,
M,5,Montipora encrusting,905,,25,
M,5,Carbonate,961,,56,
M,5,Acropora nasuta,966,,5,
M,5,Carbonate,994,,28,
M,5,Coralline algae Porolithon,1000,,6,
M,6,Halimeda,12,,12,3
M,6,Coralline algae,32,,20,
M,6,Porites rus,41,,9,
M,6,Coralline algae,57,,16,
M,6,Porites lichen,62,,5,
M,6,Carbonate,81,,19,
M,6,Halimeda,109,,28,
M,6,Cliona boring sponge,125,,16,
M,6,Heliopora coerulea,152,,27,
M,6,Carbonate,170,,18,
M,6,Goniastrea retiformis,179,,9,
M,6,Porites lichen,192,,13,
M,6,Galaxea fascicularis,198,,6,
M,6,Porites lichen,205,,7,
M,6,Galaxea fascicularis,212,,7,
M,6,Porites lichen,235,,23,
M,6,Cliona boring sponge,241,,6,
M,6,Carbonate,265,,24,
M,6,Halimeda,273,,8,
M,6,Montipora encrusting,287,,14,
M,6,Coralline algae,292,,5,
M,6,Halimeda,295,,3,
M,6,Porites lichen,305,,10,
M,6,Cliona boring sponge,321,,16,
M,6,Coralline algae,345,,24,
M,6,Carbonate,365,,20,
M,6,Cliona boring sponge,374,,9,
M,6,Goniastrea retiformis,402,,28,
M,6,Carbonate,409,,7,
M,6,Montipora encrusting,417,,8,
M,6,Carbonate,425,,8,
M,6,Acropora recruit,428,,3,
M,6,Carbonate,475,,47,
M,6,Sand and Rubble,492,,17,
M,6,Goniastrea australensis,495,,3,
M,6,Montipora encrusting,527,,32,
M,6,Montipora encrusting,545,,18,
M,6,Cliona boring sponge,551,,6,
M,6,Favites pentagona,559,,8,
M,6,Carbonate,575,,16,
M,6,Goniastrea retiformis,621,,46,
M,6,Carbonate,662,,41,
M,6,Halimeda,675,,13,
M,6,Carbonate,685,,10,
M,6,Galaxea fascicularis,691,,6,
M,6,Halimeda,703,,12,
M,6,Favites pentagona,715,,12,
M,6,Coralline algae,745,,30,
M,6,Halimeda,768,,23,
M,6,Coralline algae,783,,15,
M,6,Carbonate,809,,26,
M,6,Halimeda,815,,6,
M,6,Porites lichen,832,,17,
M,6,Carbonate,841,,9,
M,6,Porites rus,853,,12,
M,6,Carbonate,877,,24,
M,6,Leptoria phrygia,891,,14,
M,6,Cliona boring sponge,915,,24,
M,6,Carbonate,916,,1,
M,6,Cliona boring sponge,919,,3,
M,6,Porites lichen,925,,6,
M,6,Carbonate,955,,30,
M,6,Halimeda,959,,4,
M,6,Coralline algae,962,,3,
M,6,Carbonate,985,,23,
M,6,Montipora encrusting,1000,,15,
P,1,Carbonate,35,9.1,35,
P,1,Montipora encrusting,37,,2,
P,1,Carbonate,54,,17,
P,1,Montipora encrusting,61,,7,
P,1,Carbonate,83,,22,
P,1,Porites rus,87,,4,
P,1,Carbonate,90,,3,
P,1,Montipora encrusting,95,,5,
P,1,Carbonate,102,,7,
P,1,Montipora encrusting,135,,33,
P,1,Carbonate,141,,6,
P,1,Montipora encrusting,163,,22,
P,1,Goniastrea retiformis,172,,9,
P,1,Halimeda,178,,6,
P,1,Coralline algae Porolithon,192,,14,
P,1,Carbonate,211,,19,
P,1,Goniastrea australensis,215,,4,
P,1,Carbonate,240,,25,
P,1,Coralline algae,251,,11,
P,1,Pocillopora verrucosa,255,,4,
P,1,Montipora encrusting,283,,28,
P,1,Porites rus,302,,19,
P,1,Carbonate,330,,28,
P,1,Coralline algae Porolithon,360,,30,
P,1,Acropora recruit,362,,2,
P,1,Coralline algae Porolithon,385,,23,
P,1,Coralline algae,395,,10,
P,1,Acropora recruit,399,,4,
P,1,Coralline algae,424,,25,
P,1,Goniastrea retiformis,425,,1,
P,1,Coralline algae,450,,25,
P,1,Montipora encrusting,464,,14,
P,1,Coralline algae,495,,31,
P,1,Goniastrea retiformis,502,,7,
P,1,Carbonate,511,,9,
P,1,Montipora encrusting,533,,22,
P,1,Coralline algae,540,,7,
P,1,Goniastrea retiformis,551,,11,
P,1,Carbonate,552,,1,
P,1,Goniastrea retiformis,554,,2,
P,1,Montipora encrusting,556,,2,
P,1,Coralline algae,563,,7,
P,1,Montipora encrusting,565,,2,
P,1,Carbonate,582,,17,
P,1,Coralline algae Porolithon,588,,6,
P,1,Goniastrea retiformis,593,,5,
P,1,Coralline algae Porolithon,603,,10,
P,1,Montipora encrusting,622,,19,
P,1,Carbonate,643,,21,
P,1,Montipora encrusting,662,,19,
P,1,Carbonate,674,,12,
P,1,Goniastrea retiformis,691,,17,
P,1,Carbonate,703,,12,
P,1,Montipora encrusting,711,,8,
P,1,Carbonate,735,,24,
P,1,Montipora encrusting,743,,8,
P,1,Carbonate,758,,15,
P,1,Montipora encrusting,762,,4,
P,1,Carbonate,783,,21,
P,1,Galaxea fascicularis,785,,2,
P,1,Coralline algae,810,,25,
P,1,Montipora encrusting,825,,15,
P,1,Carbonate,837,,12,
P,1,Montipora encrusting,839,,2,
P,1,Carbonate,855,,16,
P,1,Montipora encrusting,859,,4,
P,1,Carbonate,886,,27,
P,1,Montipora encrusting,908,,22,
P,1,Carbonate,942,,34,
P,1,Macroalgae Turbinaria ornata,947,,5,
P,1,Carbonate,962,,15,
P,1,Montipora encrusting,971,,9,
P,1,Carbonate,984,,13,
P,1,Sponge encrusting,1000,,16,
P,2,Montipora encrusting,14,9.3,14,
P,2,Carbonate,21,,7,
P,2,Sponge encrusting,41,,20,
P,2,Carbonate,45,,4,
P,2,Goniastrea retiformis,59,,14,
P,2,Coralline algae,70,,11,
P,2,Carbonate,83,,13,
P,2,Montipora encrusting,101,,18,
P,2,Carbonate,135,,34,
P,2,Porites rus,138,,3,
P,2,Sponge encrusting,145,,7,
P,2,Porites rus,152,,7,
P,2,Montipora encrusting,165,,13,
P,2,Carbonate,176,,11,
P,2,Montipora encrusting,182,,6,
P,2,Sand and Rubble,187,,5,
P,2,Carbonate,205,,18,
P,2,Favites pentagona,215,,10,
P,2,Montipora encrusting,245,,30,
P,2,Carbonate,258,,13,
P,2,Montipora encrusting,302,,44,
P,2,Carbonate,307,,5,
P,2,Montipora encrusting,337,,30,
P,2,Carbonate,350,,13,
P,2,Goniopora,375,,25,
P,2,Porites rus,382,,7,
P,2,Pocillopora verrucosa,392,,10,
P,2,Montipora encrusting,429,,37,
P,2,Carbonate,435,,6,
P,2,Goniastrea retiformis,462,,27,
P,2,Carbonate,465,,3,
P,2,Sponge encrusting,473,,8,
P,2,Carbonate,484,,11,
P,2,Coralline algae Porolithon,502,,18,
P,2,Carbonate,503,,1,
P,2,Montipora encrusting,515,,12,
P,2,Carbonate,572,,57,
P,2,Montipora encrusting,585,,13,
P,2,Carbonate,610,,25,
P,2,Montipora encrusting,615,,5,
P,2,Carbonate,665,,50,
P,2,Sponge encrusting,687,,22,
P,2,Sponge encrusting,690,,3,
P,2,Carbonate,698,,8,
P,2,Acropora hyacinthus,702,,4,
P,2,Carbonate,718,,16,
P,2,Pocillopora verrucosa,720,,2,
P,2,Coralline algae,741,,21,
P,2,Porites lichen,745,,4,
P,2,Carbonate,798,,53,
P,2,Montipora encrusting,802,,4,
P,2,Carbonate,822,,20,
P,2,Montipora encrusting,835,,13,
P,2,Carbonate,841,,6,
P,2,Montipora encrusting,860,,19,
P,2,Carbonate,875,,15,
P,2,Montipora encrusting,883,,8,
P,2,Montipora encrusting,892,,9,
P,2,Montipora encrusting,921,,29,
P,2,Coralline algae,935,,14,
P,2,Carbonate,945,,10,
P,2,Montipora encrusting,963,,18,
P,2,Carbonate,980,,17,
P,2,Montipora encrusting,985,,5,
P,2,Carbonate,1000,,15,
P,3,Coralline algae,28,9,28,
P,3,Montipora encrusting,46,,18,
P,3,Carbonate,72,,26,
P,3,Porites rus,83,,11,
P,3,Carbonate,92,,9,
P,3,Coralline algae,112,,20,
P,3,Coralline algae Porolithon,122,,10,
P,3,Carbonate,138,,16,
P,3,Porites lobata,143,,5,
P,3,Coralline algae Porolithon,152,,9,
P,3,Carbonate,169,,17,
P,3,Galaxea fascicularis,172,,3,
P,3,Acropora hyacinthus,176,,4,
P,3,Carbonate,185,,9,
P,3,Porites lichen,189,,4,
P,3,Montipora encrusting,194,,5,
P,3,Carbonate,222,,28,
P,3,Coralline algae,225,,3,
